name,domination_number,total_domination_number,connected_domination_number,independence_number,power_domination_number,zero_forcing_number,total_zero_forcing_number,diameter,radius,order,size,independent_domination_number,chromatic_number,matching_number,min_maximal_matching_number,triameter,randic_index,harmonic_index,sum_connectivity_index,min_degree,max_degree,clique_number,residue,annihilation_number,sub_total_domination_number,slater,k_slater_index,vertex_cover_number,k_residual_index,(order - domination_number),(order - total_domination_number),(order - connected_domination_number),(order - power_domination_number),(order - zero_forcing_number),(order - triameter),(order - diameter),(order - radius),(order - independent_domination_number),(order - chromatic_number),(order - matching_number),(order - min_maximal_matching_number),(order - min_degree),(order - max_degree),(order - clique_number),(order - residue),(order - annihilation_number),(order - sub_total_domination_number),(order - slater),(order - k_slater_index),(order - k_residual_index),min_edge_cover,[(annihilation_number + residue)/ max_degree],[order/ max_degree],[order/ (max_degree + 1)],[order/ (max_degree - 1)],[order/ (max_degree + 2)],(residue + annihilation_number),connected_zero_forcing_number,a connected graph,a tree graph,a connected_graph with min_degree at least 2,a connected_graph with min_degree at least 3,a connected_graph with min_degree at least 4,a connected and bipartite graph,an eulerian graph,a connected and planar graph,a connected and regular graph,a connected and cubic graph,a connected graph which is not K_n,a connected and triangle-free graph,a connected and at-free graph,a connected and claw-free graph,a connected graph with maximum degree at most 3,a connected graph which is not K_n and has maximum degree at most 3,"a connected, claw-free, and cubic graph","a connected, planar, and cubic graph",a connected and cubic graph which is not K_4,a connected and well-covered graph,a connected graph with diameter at most 3,a connected and planar graph with diameter at most 3,a connected and chordal graph,a connected and bipartite graph with min_degree at least 2,a connected and bipartite graph with min_degree at least 3,a connected and bipartite graph with min_degree at least 4,a connected and planar graph with min_degree at least 2,a connected and planar graph with min_degree at least 3,a connected and planar graph with min_degree at least 4,a connected graph which is not K_n with min_degree at least 2,a connected graph which is not K_n with min_degree at least 3,a connected graph which is not K_n with min_degree at least 4,a connected and triangle-free graph with min_degree at least 2,a connected and triangle-free graph with min_degree at least 3,a connected and triangle-free graph with min_degree at least 4,a connected and at-free graph with min_degree at least 2,a connected and at-free graph with min_degree at least 3,a connected and at-free graph with min_degree at least 4,a connected and claw-free graph with min_degree at least 2,a connected and claw-free graph with min_degree at least 3,a connected and claw-free graph with min_degree at least 4,a connected graph with min_degree at least 2 and maximum degree at most 3,a connected and chordal graph with min_degree at least 2,a connected and chordal graph with min_degree at least 3,a connected and diamond-free graph,"a connected, cubic, and diamond-free graph",a connected and bull-free graph
T7,2,2,2,2,1,4,4,2,2,7,15,2,4,3,3,5,3.466237455741357,3.433333333333333,5.070003641610156,3,5,4,2,4,2,2,1,5,1,5,5,5,6,3,2,5,5,5,3,4,4,4,2,3,5,3,5,5,6,6,4,1.2,1.4,1.1666666666666667,1.75,1.0,6,4,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True
cubic28,3,5,6,5,2,5,5,6,3,12,18,3,3,6,4,13,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,7,3,9,7,6,10,7,-1,6,9,9,9,6,8,9,9,9,9,6,8,9,11,9,6,3.0,4.0,3.0,6.0,2.4,9,7,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
cubic2,2,2,2,2,1,3,3,2,2,6,9,2,3,3,2,5,3.0,3.0,3.6742346141747677,3,3,3,2,3,2,2,1,4,1,4,4,4,5,3,1,4,4,4,3,3,4,3,3,3,4,3,4,4,5,5,3,1.6666666666666667,2.0,1.5,3.0,1.2,5,3,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,True
MathematicaGraph6030,3,4,5,4,1,1,2,6,3,7,6,3,2,3,2,12,3.414213562373095,3.333333333333333,3.1547005383792515,1,2,2,3,4,4,3,1,3,2,4,3,2,6,6,-5,1,4,4,5,4,5,6,5,5,4,3,3,4,6,5,4,3.5,3.5,2.3333333333333335,7.0,1.75,7,1,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
T10,2,2,2,6,1,5,5,2,2,11,27,2,4,5,3,6,5.104728708940712,4.747294372294372,7.97170358640771,3,8,4,5,7,2,2,1,5,3,9,9,9,10,6,5,9,9,9,7,6,8,8,3,7,6,4,9,9,10,8,6,1.5,1.375,1.2222222222222223,1.5714285714285714,1.1,12,5,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
G19,1,2,1,3,1,2,2,2,1,5,6,1,3,2,1,6,2.3122784967090864,2.1523809523809523,2.536101840436827,1,4,3,3,3,2,1,1,2,1,4,3,4,4,3,-1,3,4,4,2,3,4,4,1,2,2,2,3,4,4,4,3,1.5,1.25,1.0,1.6666666666666667,0.8333333333333334,6,2,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
G25,1,2,1,2,1,3,3,2,1,5,7,1,4,2,2,5,2.366025403784439,2.257142857142857,2.8058518859192287,1,4,4,2,3,2,1,1,3,1,4,3,4,4,2,0,3,4,4,1,3,3,4,1,1,3,2,3,4,4,4,3,1.25,1.25,1.0,1.6666666666666667,0.8333333333333334,5,3,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
G31,2,3,3,3,1,2,2,4,2,6,6,2,2,3,2,8,2.931851652578137,2.8666666666666667,2.9189910556895,1,3,2,3,3,3,2,1,3,1,4,3,3,5,4,-2,2,4,4,4,3,4,5,3,4,3,3,3,4,5,5,3,2.0,2.0,1.5,3.0,1.2,6,2,True,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
G27,1,2,1,2,1,3,3,2,1,5,8,1,4,2,2,5,2.4451406528991324,2.392857142857143,3.0901561540217717,2,4,4,2,3,2,1,1,3,1,4,3,4,4,2,0,3,4,4,1,3,3,3,1,1,3,2,3,4,4,4,3,1.25,1.25,1.0,1.6666666666666667,0.8333333333333334,5,3,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
G33,2,2,2,2,1,3,3,3,2,6,9,2,4,3,2,7,2.892734410091837,2.7976190476190474,3.5295885191125,1,4,4,2,3,2,2,1,4,1,4,4,4,5,3,-1,3,4,4,2,3,4,5,2,2,4,3,4,4,5,5,3,1.25,1.5,1.2,2.0,1.0,5,3,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
MathematicaGraph6032,3,5,7,5,1,1,2,8,4,9,8,3,2,4,3,16,4.414213562373095,4.333333333333333,4.1547005383792515,1,2,2,4,5,5,3,1,4,2,6,4,2,8,8,-7,1,5,6,7,5,6,8,7,7,5,4,4,6,8,7,5,4.5,4.5,3.0,9.0,2.25,9,1,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
MathematicaGraph6026,1,2,1,2,1,1,2,2,1,3,2,1,2,1,1,4,1.414213562373095,1.3333333333333333,1.1547005383792517,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,-1,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2.0,1.5,1.0,3.0,0.75,4,1,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
T12,2,3,3,8,2,6,6,3,2,14,35,2,4,6,3,7,6.438513171336117,5.9340909090909095,10.153196979861889,3,8,4,4,9,2,2,1,6,5,12,11,11,12,8,7,11,12,12,10,8,11,11,6,10,10,5,12,12,13,9,8,1.625,1.75,1.5555555555555556,2.0,1.4,13,6,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
F_in_F_dom_HaHeHe,6,7,9,6,3,4,6,8,4,15,17,6,3,7,5,17,7.432652990377571,7.366666666666667,7.894205344927389,2,3,2,5,8,6,4,2,9,2,9,8,6,12,11,-2,7,11,9,12,8,10,13,12,13,10,7,9,11,13,13,8,4.333333333333333,5.0,3.75,7.5,3.0,13,7,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
cubic16,3,4,4,4,2,4,4,3,2,10,15,3,3,5,4,8,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,6,2,7,6,6,8,6,2,7,8,7,7,5,6,7,7,7,7,5,6,7,9,8,5,2.6666666666666665,3.3333333333333335,2.5,5.0,2.0,8,4,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
T5,2,2,2,2,1,4,4,2,2,7,15,2,4,3,3,5,3.48606797749979,3.4722222222222223,5.101100286299702,4,5,3,2,3,2,2,1,5,1,5,5,5,6,3,2,5,5,5,3,4,4,3,2,4,5,4,5,5,6,6,4,1.0,1.4,1.1666666666666667,1.75,1.0,5,4,True,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True
Siemion,5,6,6,5,2,6,6,3,3,14,21,5,3,7,5,9,7.0,7.0,8.573214099741124,3,3,2,4,7,5,4,2,9,2,9,8,8,12,8,5,11,11,9,11,7,9,11,11,12,10,7,9,10,12,12,7,3.6666666666666665,4.666666666666667,3.5,7.0,2.8,11,6,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True
T4,1,2,1,3,1,4,4,2,1,7,15,1,4,3,2,6,3.40402267717468,3.312121212121212,4.974537675343447,3,6,4,3,4,2,1,1,4,1,6,5,6,6,3,1,5,6,6,3,4,5,4,1,3,4,3,5,6,6,6,4,1.1666666666666667,1.1666666666666667,1.0,1.4,0.875,7,4,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
cubic17,3,4,4,4,2,4,4,3,3,10,15,3,3,5,4,8,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,6,2,7,6,6,8,6,2,7,7,7,7,5,6,7,7,7,7,5,6,7,9,8,5,2.6666666666666665,3.3333333333333335,2.5,5.0,2.0,8,4,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
quartic5,2,2,2,2,1,4,4,2,2,8,16,2,4,4,3,5,4.0,4.0,5.65685424949238,4,4,4,2,4,2,2,1,6,1,6,6,6,7,4,3,6,6,6,4,4,5,4,4,4,6,4,6,6,7,7,4,1.5,2.0,1.6,2.6666666666666665,1.3333333333333333,6,4,True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True
MathematicaGraph6027,2,2,2,2,1,1,2,3,2,4,3,2,2,2,1,6,1.914213562373095,1.8333333333333333,1.6547005383792517,1,2,2,2,2,2,2,1,2,1,2,2,2,3,3,-2,1,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2.0,2.0,1.3333333333333333,4.0,1.0,4,1,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
T13,2,4,4,6,1,6,6,3,3,14,36,2,3,7,4,7,6.898979485566357,6.8,11.053567999541865,4,6,3,3,8,3,2,1,8,4,12,10,10,13,8,7,11,11,12,11,7,10,10,8,11,11,6,11,12,13,10,7,1.8333333333333333,2.3333333333333335,2.0,2.8,1.75,11,6,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MathematicaGraph6033,4,6,8,5,1,1,2,9,5,10,9,4,2,5,3,18,4.914213562373095,4.833333333333333,4.6547005383792515,1,2,2,4,5,5,4,1,5,2,6,4,2,9,9,-8,1,5,6,8,5,7,9,8,8,6,5,5,6,9,8,5,4.5,5.0,3.3333333333333335,10.0,2.5,9,1,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
G32,2,2,2,2,1,2,2,3,2,6,9,2,3,3,2,6,2.928303900493525,2.8595238095238096,3.5763350545578243,2,4,3,2,3,2,2,1,4,1,4,4,4,5,4,0,3,4,4,3,3,4,4,2,3,4,3,4,4,5,5,3,1.25,1.5,1.2,2.0,1.0,5,2,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
G26,1,2,1,2,1,3,3,2,1,5,8,1,3,2,2,4,2.488033871712585,2.4761904761904763,3.144851053892361,3,4,3,2,2,2,1,1,3,1,4,3,4,4,2,1,3,4,4,2,3,3,2,1,2,3,3,3,4,4,4,3,1.0,1.25,1.0,1.6666666666666667,0.8333333333333334,4,3,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True
F_small_F3_HaHeHe,4,4,5,6,2,4,5,6,3,10,12,4,2,4,4,12,4.82842712474619,4.666666666666666,5.265986323710905,2,4,2,4,6,3,2,2,4,3,6,6,5,8,6,-2,4,7,6,8,6,6,8,6,8,6,4,7,8,8,7,6,2.5,2.5,2.0,3.3333333333333335,1.6666666666666667,10,5,True,False,True,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
MathematicaGraph2338,1,2,1,3,1,2,3,2,1,4,3,1,2,1,1,6,1.7320508075688776,1.5,1.5,1,3,2,3,3,2,1,1,1,1,3,2,3,3,2,-2,2,3,3,2,3,3,3,1,2,1,1,2,3,3,3,3,2.0,1.3333333333333333,1.0,2.0,0.8,6,3,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
figure_6_2_HaHeHe,7,9,11,9,3,6,7,9,5,19,22,7,3,9,7,24,9.346866552750667,9.2,10.027198506782842,2,4,2,6,11,7,5,2,10,2,12,10,8,16,13,-5,10,14,12,16,10,12,17,15,17,13,8,12,14,17,17,10,4.25,4.75,3.8,6.333333333333333,3.1666666666666665,17,10,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
PetersenGraph,3,4,4,4,2,5,5,2,2,10,15,3,3,5,3,6,5.0,5.0,6.123724356957946,3,3,2,3,5,4,3,1,6,2,7,6,6,8,5,4,8,8,7,7,5,7,7,7,8,7,5,6,7,9,8,5,2.6666666666666665,3.3333333333333335,2.5,5.0,2.0,8,5,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True
G17,2,2,2,3,1,3,3,2,2,5,6,2,2,2,2,6,2.4494897427831783,2.4000000000000004,2.6832815729997477,2,3,2,2,3,2,2,1,2,3,3,3,3,4,2,-1,3,3,3,3,3,3,3,2,3,3,2,3,3,4,2,3,1.6666666666666667,1.6666666666666667,1.25,2.5,1.0,5,3,True,False,True,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
cubic103,4,5,5,5,2,5,5,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,7,3,8,7,7,10,7,4,9,9,8,9,6,8,9,9,10,9,6,8,9,10,9,6,3.0,4.0,3.0,6.0,2.4,9,5,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True
Wheel6,1,2,1,2,1,3,3,2,1,6,10,1,4,3,2,5,2.957661115402472,2.9166666666666665,3.809008405285684,3,5,3,2,3,2,1,1,4,1,5,4,5,5,3,1,4,5,5,2,3,4,3,1,3,4,3,4,5,5,5,3,1.0,1.2,1.0,1.5,0.8571428571428571,5,3,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True
cubic32,4,4,5,5,2,6,6,5,3,12,18,4,3,6,4,12,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,7,3,8,8,7,10,6,0,7,9,8,9,6,8,9,9,9,9,6,8,9,10,9,6,3.0,4.0,3.0,6.0,2.4,9,7,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
cubic26,3,4,5,4,2,4,4,3,3,10,15,4,3,5,4,7,5.0,5.0,6.123724356957946,3,3,2,3,5,4,3,1,6,2,7,6,5,8,6,3,7,7,6,7,5,6,7,7,8,7,5,6,7,9,8,5,2.6666666666666665,3.3333333333333335,2.5,5.0,2.0,8,4,True,False,True,True,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True
T9,2,3,3,3,1,5,5,2,2,9,21,2,4,4,3,6,4.483281572999748,4.466666666666667,6.846049894151541,4,5,3,2,4,2,2,1,6,3,7,6,6,8,4,3,7,7,7,5,5,6,5,4,6,7,5,7,7,8,6,5,1.2,1.8,1.5,2.25,1.2857142857142858,6,5,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
T8,2,2,2,2,1,4,4,2,2,7,15,2,4,3,3,5,3.48606797749979,3.4722222222222223,5.101100286299702,4,5,3,2,3,2,2,1,5,1,5,5,5,6,3,2,5,5,5,3,4,4,3,2,4,5,4,5,5,6,6,4,1.0,1.4,1.1666666666666667,1.75,1.0,5,4,True,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True
cubic27,3,4,4,4,2,5,5,2,2,10,15,3,3,5,3,6,5.0,5.0,6.123724356957946,3,3,2,3,5,4,3,1,6,2,7,6,6,8,5,4,8,8,7,7,5,7,7,7,8,7,5,6,7,9,8,5,2.6666666666666665,3.3333333333333335,2.5,5.0,2.0,8,5,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True
cubic33,3,4,5,5,2,5,5,4,3,12,18,3,3,6,5,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,7,3,9,8,7,10,7,2,8,9,9,9,6,7,9,9,9,9,6,8,9,11,9,6,3.0,4.0,3.0,6.0,2.4,9,5,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
Wheel7,1,2,1,3,1,2,2,2,1,7,11,1,3,3,2,6,3.3366558916994156,3.1888888888888887,4.159612176911386,2,6,3,3,4,2,1,1,4,1,6,5,6,6,5,1,5,6,6,4,4,5,5,1,4,4,3,5,6,6,6,4,1.1666666666666667,1.1666666666666667,1.0,1.4,0.875,7,2,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
cubic102,4,5,5,5,2,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,7,3,8,7,7,10,8,4,9,9,8,9,6,8,9,9,10,9,6,8,9,10,9,6,3.0,4.0,3.0,6.0,2.4,9,4,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True
MathematicaGraph3580,2,2,2,3,1,2,3,3,2,5,4,2,2,2,1,8,2.270055610029662,2.0666666666666664,2.0245638646895836,1,3,2,3,3,2,2,1,2,1,3,3,3,4,3,-3,2,3,3,3,3,4,4,2,3,2,2,3,3,4,4,3,2.0,1.6666666666666667,1.25,2.5,1.0,6,3,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
G16,2,2,2,2,1,2,2,3,2,5,5,2,3,2,2,7,2.431851652578137,2.3666666666666667,2.4189910556895,1,3,3,2,3,2,2,1,3,1,3,3,3,4,3,-2,2,3,3,2,3,3,4,2,2,3,2,3,3,4,4,3,1.6666666666666667,1.6666666666666667,1.25,2.5,1.0,5,2,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
G28,1,2,1,2,1,3,3,2,1,5,9,1,4,2,2,4,2.4820508075688776,2.4642857142857144,3.3284470098351844,3,4,4,2,2,2,1,1,3,1,4,3,4,4,2,1,3,4,4,1,3,3,2,1,1,3,3,3,4,4,4,3,1.0,1.25,1.0,1.6666666666666667,0.8333333333333334,4,3,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,True
G14,2,2,2,3,1,2,2,3,2,5,5,2,3,2,1,7,2.304530452640311,2.1333333333333333,2.302675481463779,1,3,3,3,3,2,2,1,2,1,3,3,3,4,3,-2,2,3,3,2,3,4,4,2,2,2,2,3,3,4,4,3,2.0,1.6666666666666667,1.25,2.5,1.0,6,2,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
cubic100,4,4,6,5,2,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,7,3,8,8,6,10,8,4,9,9,8,9,6,8,9,9,10,9,6,8,9,10,9,6,3.0,4.0,3.0,6.0,2.4,9,4,True,False,True,True,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True
MathematicaGraph6029,2,4,4,3,1,1,2,5,3,6,5,2,2,3,2,10,2.914213562373095,2.833333333333333,2.6547005383792515,1,2,2,3,3,3,2,1,3,1,4,2,2,5,5,-4,1,3,4,4,3,4,5,4,4,3,3,3,4,5,5,3,3.0,3.0,2.0,6.0,1.5,6,1,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
figure_2_4_HaHeHe,6,10,11,10,1,4,5,6,3,16,15,6,2,6,5,18,7.616672736016927,7.261904761904762,7.276573710994265,1,5,2,7,10,7,5,2,6,2,10,6,5,15,12,-2,10,13,10,14,10,11,15,11,14,9,6,9,11,14,14,10,3.4,3.2,2.6666666666666665,4.0,2.2857142857142856,17,5,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
cubic25,3,4,4,5,2,4,4,3,3,10,15,3,2,5,4,8,5.0,5.0,6.123724356957946,3,3,2,3,5,4,3,1,5,3,7,6,6,8,6,2,7,7,7,8,5,6,7,7,8,7,5,6,7,9,7,5,2.6666666666666665,3.3333333333333335,2.5,5.0,2.0,8,4,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True
cubic31,4,4,5,5,2,4,5,5,3,12,18,4,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,7,3,8,8,7,10,8,2,7,9,8,9,6,8,9,9,9,9,6,8,9,10,9,6,3.0,4.0,3.0,6.0,2.4,9,5,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
cubic19,3,4,4,4,1,3,3,3,3,10,15,3,3,5,4,8,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,6,2,7,6,6,9,7,2,7,7,7,7,5,6,7,7,7,7,5,6,7,9,8,5,2.6666666666666665,3.3333333333333335,2.5,5.0,2.0,8,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
cubic18,3,4,5,4,2,4,4,3,3,10,15,3,3,5,4,7,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,6,2,7,6,5,8,6,3,7,7,7,7,5,6,7,7,7,7,5,6,7,9,8,5,2.6666666666666665,3.3333333333333335,2.5,5.0,2.0,8,4,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
